File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024037000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-06,4.0,0.0870751,0.1158334,"(0.0870751,0.1158334)",0.1014543,0.0143791,0.0002068,0.1158334,0.1158334,0.1014543,0.0870751,0.0870751
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024040000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-09,4.0,0.1019655,0.1202472,"(0.1019655,0.1202472)",0.1111063,0.0091409,8.36e-05,0.1202472,0.1202472,0.1111063,0.1019655,0.1019655
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024043000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-12,4.0,0.087327,0.1046754,"(0.087327,0.1046754)",0.0960012,0.0086742,7.52e-05,0.1046754,0.1046754,0.0960012,0.087327,0.087327
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024045000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-14,4.0,0.0810838,0.0994567,"(0.0810838,0.0994567)",0.0902703,0.0091864,8.44e-05,0.0994567,0.0994567,0.0902703,0.0810838,0.0810838
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024048000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-17,4.0,0.2137746,0.2368571,"(0.2137746,0.2368571)",0.2253158,0.0115413,0.0001332,0.2368571,0.2368571,0.2253158,0.2137746,0.2137746
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024051000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-20,4.0,0.1617074,0.1908189,"(0.1617074,0.1908189)",0.1762632,0.0145558,0.0002119,0.1908189,0.1908189,0.1762632,0.1617074,0.1617074
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024053000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-22,4.0,0.2179027,0.2461016,"(0.2179027,0.2461016)",0.2320022,0.0140994,0.0001988,0.2461016,0.2461016,0.2320022,0.2179027,0.2179027
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024056000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-25,4.0,0.2003678,0.2284949,"(0.2003678,0.2284949)",0.2144314,0.0140635,0.0001978,0.2284949,0.2284949,0.2144314,0.2003678,0.2003678
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_AM_soil_moisture_doy2024059000000_aid0001,Soil_Moisture_Retrieval_Data_AM_soil_moisture,aid0001,2024-02-28,4.0,0.1379501,0.1635453,"(0.1379501,0.1635453)",0.1507477,0.0127976,0.0001638,0.1635453,0.1635453,0.1507477,0.1379501,0.1379501
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024001000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-01,4.0,0.0891896,0.100932,"(0.0891896,0.100932)",0.0950608,0.0058712,3.45e-05,0.100932,0.100932,0.0950608,0.0891896,0.0891896
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024003000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-03,4.0,0.1075074,0.1223272,"(0.1075074,0.1223272)",0.1149173,0.0074099,5.49e-05,0.1223272,0.1223272,0.1149173,0.1075074,0.1075074
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024006000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-06,4.0,0.0912225,0.1074902,"(0.0912225,0.1074902)",0.0993563,0.0081339,6.62e-05,0.1074902,0.1074902,0.0993563,0.0912225,0.0912225
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024009000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-09,4.0,0.0798066,0.0855237,"(0.0798066,0.0855237)",0.0826651,0.0028585,8.2e-06,0.0855237,0.0855237,0.0826651,0.0798066,0.0798066
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024011000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-11,4.0,0.1822769,0.1961862,"(0.1822769,0.1961862)",0.1892316,0.0069547,4.84e-05,0.1961862,0.1961862,0.1892316,0.1822769,0.1822769
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024014000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-14,4.0,0.1189766,0.1225532,"(0.1189766,0.1225532)",0.1207649,0.0017883,3.2e-06,0.1225532,0.1225532,0.1207649,0.1189766,0.1189766
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024017000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-17,4.0,0.1703961,0.1904614,"(0.1703961,0.1904614)",0.1804287,0.0100326,0.0001007,0.1904614,0.1904614,0.1804288,0.1703961,0.1703961
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024019000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-19,4.0,0.1890086,0.2109816,"(0.1890086,0.2109816)",0.1999951,0.0109865,0.0001207,0.2109816,0.2109816,0.1999951,0.1890086,0.1890086
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024022000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-22,4.0,0.2220512,0.245108,"(0.2220512,0.245108)",0.2335796,0.0115284,0.0001329,0.245108,0.245108,0.2335796,0.2220512,0.2220512
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024025000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-25,4.0,0.1773215,0.2032318,"(0.1773215,0.2032318)",0.1902767,0.0129552,0.0001678,0.2032318,0.2032318,0.1902767,0.1773215,0.1773215
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024027000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-27,4.0,0.1484542,0.1604015,"(0.1484542,0.1604015)",0.1544279,0.0059736,3.57e-05,0.1604015,0.1604015,0.1544278,0.1484542,0.1484542
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024030000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-01-30,4.0,0.1123482,0.1337672,"(0.1123482,0.1337672)",0.1230577,0.0107095,0.0001147,0.1337672,0.1337672,0.1230577,0.1123482,0.1123482
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024033000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-02,4.0,0.0954369,0.118171,"(0.0954369,0.118171)",0.1068039,0.011367,0.0001292,0.118171,0.118171,0.1068039,0.0954369,0.0954369
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024035000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-04,4.0,0.0719067,0.0917471,"(0.0719067,0.0917471)",0.0818269,0.0099202,9.84e-05,0.0917471,0.0917471,0.0818269,0.0719067,0.0719067
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024038000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-07,4.0,0.1162029,0.1328589,"(0.1162029,0.1328589)",0.1245309,0.008328,6.94e-05,0.1328589,0.1328589,0.1245309,0.1162029,0.1162029
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024041000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-10,4.0,0.1211395,0.124291,"(0.1211395,0.124291)",0.1227153,0.0015758,2.5e-06,0.124291,0.124291,0.1227153,0.1211395,0.1211395
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024043000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-12,4.0,0.0894158,0.1046132,"(0.0894158,0.1046132)",0.0970145,0.0075987,5.77e-05,0.1046132,0.1046132,0.0970145,0.0894158,0.0894158
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024046000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-15,4.0,0.2100584,0.2230484,"(0.2100584,0.2230484)",0.2165534,0.006495,4.22e-05,0.2230484,0.2230484,0.2165534,0.2100584,0.2100584
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024049000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-18,4.0,0.2345365,0.2485598,"(0.2345365,0.2485598)",0.2415482,0.0070117,4.92e-05,0.2485598,0.2485598,0.2415482,0.2345365,0.2345365
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024051000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-20,4.0,0.2666246,0.2826308,"(0.2666246,0.2826308)",0.2746277,0.0080031,6.4e-05,0.2826308,0.2826308,0.2746277,0.2666246,0.2666246
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024054000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-23,4.0,0.2611051,0.2712002,"(0.2611051,0.2712002)",0.2661527,0.0050476,2.55e-05,0.2712002,0.2712002,0.2661527,0.2611051,0.2611051
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024057000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-26,4.0,0.1572204,0.184216,"(0.1572204,0.184216)",0.1707182,0.0134978,0.0001822,0.184216,0.184216,0.1707182,0.1572204,0.1572204
SPL3SMP_E_006_Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm_doy2024059000000_aid0001,Soil_Moisture_Retrieval_Data_PM_soil_moisture_pm,aid0001,2024-02-28,4.0,0.1591596,0.2035646,"(0.1591596,0.2035646)",0.1813621,0.0222025,0.0004929,0.2035646,0.2035646,0.1813621,0.1591596,0.1591596
